ID,Tx Amplitude at -7,Tx Amplitude at -6,Tx Amplitude at -5,Tx Amplitude at -4,Tx Amplitude at -3,Tx Amplitude at -2.5,Tx Amplitude at -2,Tx Amplitude at -1.5,Tx Amplitude at -1,Tx Amplitude at -0.5,Tx Amplitude at 0,Tx Amplitude at 1,Tx Amplitude at 2,Tx Amplitude at 3,Tx Amplitude at 4,Tx Phase at -7,Tx Phase at -6,Tx Phase at -5,Tx Phase at -4,Tx Phase at -3,Tx Phase at -2.5,Tx Phase at -2,Tx Phase at -1.5,Tx Phase at -1,Tx Phase at -0.5,Tx Phase at 0,Tx Phase at 1,Tx Phase at 2,Tx Phase at 3,Tx Phase at 4,Label,Trial
27,0.001667052,0.00158437,0.002909401,0.004209137,0.017869415,0.021762118,0.027094165,0.023865059,0.023168741,0.031066813,0.022284694,0.006606952,0.003617607,0.002114264,0.002239843,-2.317978573,-0.537114457,2.558547973,0.208620849,0.487628878,0.329911316,0.386372748,0.541876095,0.491099197,0.257193808,0.231257505,-1.979811143,-2.973261591,-0.260141748,-1.817529455,Hole,2
28,0.001670576,0.001583932,0.002904495,0.004224767,0.017850155,0.02177664,0.027094412,0.023857001,0.023193033,0.031073534,0.022290833,0.006600592,0.003614017,0.002087925,0.002242467,-2.319857639,-0.538128159,2.558169255,0.210386135,0.488845225,0.330600192,0.386408052,0.542442596,0.49313192,0.257332424,0.231959139,-1.979346994,-2.974501186,-0.271991466,-1.818289507,Hole,2
29,0.001664974,0.001579268,0.002913053,0.004214968,0.017842388,0.021793137,0.027096866,0.023867153,0.023185485,0.031073943,0.022283841,0.006603211,0.003618743,0.002076171,0.002241453,-2.318270583,-0.537035826,2.559151751,0.209176572,0.488291966,0.331171517,0.386824284,0.542492618,0.492310706,0.257583179,0.232059083,-1.979718679,-2.973241961,-0.270032667,-1.812346373,Hole,2
30,0.002914244,0.002152788,0.002699777,0.003687919,0.013832627,0.024112679,0.026023294,0.022827598,0.033491865,0.035979026,0.024854634,0.006751901,0.004744685,0.001709552,0.002121506,-2.713496389,0.161689611,1.942641904,0.005736159,0.30785138,0.508007732,0.498508091,0.620609645,0.233523475,0.168218591,0.039722799,-1.431770992,-3.082262589,0.473178407,-3.040402225,Hole,3
31,0.002917353,0.002155513,0.002704484,0.003692349,0.013833868,0.024117834,0.026027611,0.022855497,0.033531594,0.035985397,0.024850877,0.006764805,0.004730193,0.001702369,0.002123907,-2.713992517,0.162911209,1.941633366,0.007581088,0.30666652,0.508219239,0.49873152,0.620519627,0.233230969,0.168294586,0.038794317,-1.431355222,-3.081906802,0.473446188,-3.040494687,Hole,3
32,0.002916392,0.002150678,0.002703719,0.003697856,0.013832963,0.024114616,0.026024966,0.022877275,0.033545541,0.035999729,0.02485127,0.006770675,0.004732222,0.001704481,0.002120708,-2.715190326,0.159879849,1.942615852,0.007948795,0.306671245,0.508560852,0.499053,0.620512505,0.232851391,0.16796543,0.038541899,-1.429729899,-3.07832835,0.47257108,-3.040895705,Hole,3
33,0.002905196,0.002153732,0.00270208,0.003701567,0.013838064,0.024106595,0.026030002,0.022899388,0.033530976,0.036019937,0.02484092,0.006783883,0.004726178,0.001702814,0.002119839,-2.717675277,0.159453231,1.941914098,0.006706228,0.306707441,0.508851851,0.498945089,0.621088363,0.232015746,0.168294798,0.037459739,-1.430269148,-3.075768978,0.473584787,-3.041865637,Hole,3
34,0.002902124,0.002148945,0.002705346,0.003704435,0.013851095,0.024116963,0.026027563,0.022903822,0.033540941,0.0360405,0.024855269,0.006787567,0.004731175,0.001705685,0.002118652,-2.718646636,0.160708555,1.941152477,0.008756702,0.307132981,0.50853673,0.498583978,0.620145818,0.231747476,0.169258441,0.037904346,-1.429050688,-3.074412441,0.473109782,-3.04034528,Hole,3
35,0.00290626,0.002146801,0.002701976,0.003704772,0.013847894,0.024128354,0.026022298,0.022912659,0.033548989,0.03603607,0.024863927,0.006795133,0.004731263,0.001703417,0.002119576,-2.722199152,0.159674156,1.940714312,0.00800596,0.308083767,0.50829278,0.498398752,0.619948529,0.231537453,0.168779999,0.038237188,-1.429151124,-3.073963989,0.475427508,-3.041715073,Hole,3
36,0.002893738,0.002145672,0.002699782,0.003716457,0.013859813,0.024124549,0.026021367,0.022920706,0.033546677,0.036031368,0.024841428,0.006803254,0.004738029,0.00170393,0.002114061,-2.722162098,0.159340801,1.941170603,0.009382623,0.308554853,0.508111748,0.498672464,0.619842383,0.231020952,0.168748083,0.037609666,-1.427571781,-3.072773876,0.475497826,-3.039174725,Hole,3
37,0.002890306,0.002142519,0.00270576,0.003714038,0.013860342,0.024126859,0.026022553,0.022927682,0.033523373,0.036006743,0.024860393,0.006814511,0.004735008,0.001708648,0.002123965,-2.724178052,0.15776382,1.939756417,0.010245587,0.308391273,0.507873844,0.498451018,0.620006911,0.23099975,0.168058836,0.037921977,-1.426660426,-3.07465254,0.479100799,-3.041832035,Hole,3
38,0.002878288,0.002146326,0.002698839,0.003719362,0.013853741,0.024122254,0.026015063,0.022947268,0.033549971,0.036019857,0.024852598,0.00682288,0.00473655,0.00170381,0.002117614,-2.721086323,0.158532368,1.938490659,0.008998053,0.307325929,0.507847558,0.498813457,0.61958225,0.231884795,0.167820281,0.036716567,-1.425139862,-3.074708987,0.478215232,-3.041457266,Hole,3
39,0.002881354,0.002141566,0.002706821,0.003718614,0.013851553,0.024113516,0.026021427,0.022959876,0.033548988,0.035991917,0.024868741,0.006827608,0.00472805,0.001706352,0.002118984,-2.719856385,0.156232342,1.938153387,0.010754455,0.307537788,0.508057124,0.498563816,0.619652175,0.231542456,0.166823843,0.037966139,-1.424663582,-3.075036903,0.477364947,-3.038985147,Hole,3
40,0.00288526,0.002144367,0.002698887,0.003721443,0.013861302,0.024113642,0.025998332,0.02296781,0.033544667,0.036013257,0.024877399,0.006832498,0.004725297,0.001705817,0.002119309,-2.718528456,0.154892577,1.938244615,0.011167267,0.306428897,0.508058064,0.498556698,0.619640049,0.23100276,0.167573121,0.038453125,-1.424346749,-3.074991675,0.480108945,-3.03940368,Hole,3
41,0.002887083,0.002141042,0.002690274,0.003721671,0.013852084,0.024121689,0.0260081,0.0229711,0.033563081,0.03602065,0.024878612,0.006837568,0.00472004,0.001706868,0.002117078,-2.720376719,0.157719341,1.938847319,0.014779434,0.305280586,0.507880802,0.498766398,0.619455297,0.231396659,0.167440429,0.03784332,-1.422339328,-3.073473509,0.480397366,-3.040442126,Hole,3
42,0.002886291,0.002129714,0.002687843,0.003730941,0.013855077,0.024120416,0.026015781,0.022975089,0.033617501,0.036011698,0.02487398,0.006845082,0.004719452,0.001707274,0.002116352,-2.718045556,0.160206627,1.937743656,0.013999061,0.304480801,0.507859287,0.498130374,0.619432381,0.231018159,0.167353562,0.037807516,-1.421644282,-3.072635581,0.481067983,-3.039658537,Hole,3
43,0.002891331,0.002131081,0.002701967,0.003736649,0.013857354,0.024131717,0.026006908,0.022993622,0.033641583,0.036037688,0.02486632,0.006851705,0.004719288,0.001712437,0.00211458,-2.717528114,0.157027088,1.940124829,0.015228065,0.302965551,0.507555799,0.498403476,0.619508836,0.231728921,0.167856744,0.037506431,-1.420372565,-3.071543992,0.483711891,-3.038059571,Hole,3
44,0.002897005,0.002133925,0.002686478,0.003735909,0.013859362,0.024118759,0.02599783,0.023001785,0.033640189,0.03607014,0.024853475,0.006852707,0.004720321,0.001711597,0.00211868,-2.718313022,0.15699073,1.941119339,0.015732097,0.305446536,0.507659342,0.498781945,0.619474544,0.231484951,0.168293234,0.038240709,-1.419126463,-3.06980325,0.484574722,-3.039993641,Hole,3
45,0.002823092,0.002586731,0.002512612,0.005853608,0.010890714,0.019201925,0.023869907,0.023214446,0.022598909,0.024432564,0.01929093,0.005613137,0.006115251,0.00370484,0.002644639,-2.853976391,0.318424996,1.521633376,0.515173577,0.578603154,0.439544507,0.343113523,0.483467526,0.094737307,-0.03589731,-0.192507213,-2.048490476,2.334692465,0.707400187,-1.968840505,Hole,4
46,0.002850311,0.002581481,0.002509875,0.005854423,0.010888509,0.019207824,0.023876431,0.023225885,0.022607042,0.024417241,0.019289925,0.005622263,0.006106765,0.00370453,0.002650753,-2.851780099,0.319162683,1.520578582,0.514346978,0.580914643,0.439761351,0.343064204,0.482196872,0.093465801,-0.035738862,-0.193486112,-2.04883855,2.332493432,0.707617048,-1.968214272,Hole,4
47,0.002851819,0.002580896,0.002519675,0.00585218,0.010888122,0.019204963,0.0238792,0.023213139,0.022629325,0.024424923,0.019264962,0.005627199,0.006102263,0.003697163,0.002656678,-2.850943363,0.317316538,1.523743272,0.515366711,0.581106106,0.439705076,0.342988768,0.481959724,0.091819646,-0.037406177,-0.192442579,-2.047795226,2.331986485,0.707532048,-1.968699681,Hole,4
48,0.002849155,0.002583545,0.002524819,0.005846971,0.010885566,0.019209075,0.023869746,0.023208811,0.022657943,0.024394672,0.019262842,0.005630774,0.006103718,0.003693052,0.002646495,-2.853688455,0.319781027,1.520994373,0.516406906,0.581432242,0.438825108,0.342903328,0.482191598,0.09373872,-0.037424243,-0.192838002,-2.047039618,2.333151098,0.707710586,-1.969913906,Hole,4
49,0.00284706,0.002577083,0.002523539,0.005858503,0.010900521,0.019197014,0.023889226,0.023213807,0.022691793,0.024389115,0.019274978,0.005628956,0.00610028,0.003702776,0.002644713,-2.85311476,0.319030618,1.523175507,0.515576537,0.581422342,0.43954563,0.343127622,0.482013465,0.097043443,-0.037977608,-0.191378705,-2.048090372,2.328548967,0.708519514,-1.973571251,Hole,4
50,0.002856284,0.002583443,0.00252385,0.005858225,0.010896995,0.019206837,0.023883426,0.023215012,0.022680199,0.024405414,0.019278589,0.005620341,0.006094273,0.003697665,0.002635608,-2.854605627,0.318512423,1.523024166,0.516312438,0.582834259,0.440059927,0.343307386,0.481541891,0.098778735,-0.037594492,-0.189076168,-2.045366941,2.329519062,0.710442128,-1.972442894,Hole,4
51,0.002854275,0.002584164,0.002523688,0.005873792,0.010905632,0.019209004,0.023889993,0.023225341,0.022671936,0.024403323,0.019247368,0.005625042,0.006088523,0.003700163,0.002664672,-2.854507667,0.318049469,1.524423818,0.519120347,0.582312081,0.439232761,0.343462974,0.481265376,0.097366909,-0.037349196,-0.189601467,-2.044114124,2.329257322,0.714057431,-1.968225977,Hole,4
52,0.002855491,0.002592756,0.002518052,0.005899357,0.010901127,0.019222033,0.023884435,0.023215278,0.022689097,0.02440428,0.019242277,0.005635236,0.006085622,0.003691022,0.002652883,-2.858479202,0.317722774,1.522980264,0.522588872,0.581860491,0.438372687,0.34287552,0.481384007,0.099823072,-0.037314731,-0.188464644,-2.043628732,2.327585154,0.712591624,-1.966687414,Hole,4
53,0.002855616,0.002585221,0.002522209,0.005890774,0.010895096,0.01922698,0.023893862,0.023217353,0.022729632,0.0243893,0.019256417,0.005646579,0.00608016,0.003694428,0.002632327,-2.858958986,0.316110233,1.519557445,0.521406722,0.583090249,0.438620572,0.343410623,0.480769048,0.103107931,-0.03857488,-0.188757171,-2.045924409,2.328312392,0.714270235,-1.970557725,Hole,4
54,0.002856762,0.002588967,0.002526916,0.005885029,0.010906253,0.019220199,0.023899558,0.023223319,0.022718237,0.024374998,0.019254715,0.005647505,0.006081819,0.003694521,0.002649382,-2.858882729,0.317590901,1.520333081,0.520342955,0.583150706,0.438589412,0.343110667,0.480107147,0.103640057,-0.038375637,-0.188090903,-2.045842229,2.327720375,0.715773404,-1.968321019,Hole,4
55,0.00285797,0.002585703,0.002528192,0.005883163,0.010919854,0.019222076,0.023890257,0.023221637,0.022758949,0.024378473,0.019249269,0.005638963,0.006074363,0.003696066,0.002664933,-2.862966373,0.317300824,1.521137301,0.52096439,0.583624785,0.438324272,0.343442334,0.479933849,0.102610489,-0.03817101,-0.187254534,-2.043576905,2.324567533,0.714000763,-1.962520781,Hole,4
56,0.002866606,0.002588188,0.002532572,0.0058984,0.010919793,0.019225947,0.023896563,0.023206349,0.022769445,0.024355904,0.01923015,0.005626178,0.006089063,0.003700368,0.002658386,-2.866687263,0.316237566,1.520428434,0.522690323,0.582685651,0.438365908,0.342734055,0.479473606,0.101423097,-0.037664414,-0.185139777,-2.041459187,2.324252953,0.71490488,-1.961525432,Hole,4
57,0.00286008,0.002599131,0.002529765,0.005887347,0.010921542,0.019215295,0.023908144,0.02321931,0.02280548,0.024340626,0.019221357,0.005632994,0.006070903,0.003700155,0.002617688,-2.867015845,0.313181666,1.522961876,0.522773065,0.582973916,0.438387036,0.343081676,0.47988336,0.101736562,-0.037057518,-0.18476519,-2.041577964,2.323865983,0.714373738,-1.9687901,Hole,4
58,0.002860444,0.002605206,0.002528508,0.005925081,0.01091962,0.019231448,0.023898376,0.023220034,0.02279129,0.024342434,0.019232514,0.005620238,0.006076831,0.003705505,0.002619737,-2.867048621,0.311734315,1.521583435,0.526997424,0.58343901,0.43797947,0.343265948,0.479425322,0.102588868,-0.036770531,-0.184473915,-2.040346105,2.328068495,0.718671151,-1.97451294,Hole,4
59,0.002861098,0.002600846,0.002525215,0.005931617,0.010920459,0.019237717,0.023908161,0.023216222,0.022794408,0.024322564,0.019216903,0.005625528,0.006049731,0.003712592,0.002619334,-2.865742797,0.315359904,1.522291393,0.528907678,0.583335069,0.43781881,0.343173893,0.479301917,0.101088594,-0.036757853,-0.182904946,-2.037899937,2.348639073,0.718193363,-1.971484777,Hole,4
300,0.002520751,0.00235755,0.001612361,0.005479246,0.015432486,0.020980196,0.021438995,0.021007863,0.019162926,0.019941261,0.005872949,0.006309597,0.00220709,0.002061018,0.003328536,-1.345791263,1.613935726,-2.925425517,1.212620143,1.395801807,1.095640028,0.916561141,1.059164418,0.662743165,0.490906948,0.833939023,0.083975336,0.722113947,0.476569428,2.40390768,Hole,1
301,0.002522395,0.002351723,0.001602798,0.005481367,0.015433877,0.021014512,0.021455038,0.021000335,0.019166303,0.019950185,0.005887887,0.006295508,0.002206288,0.002057186,0.003320229,-1.346341143,1.614326307,-2.927855964,1.214320379,1.398612157,1.095521824,0.918117317,1.058849839,0.662000648,0.491936208,0.83296171,0.087009995,0.721858955,0.474622684,2.402693085,Hole,1
302,0.002515421,0.002352782,0.001608631,0.005477095,0.015427528,0.021012158,0.021469893,0.020999999,0.019164343,0.019958481,0.005882757,0.006276382,0.002206354,0.002055346,0.003319384,-1.345361308,1.61289059,-2.925262933,1.213642667,1.396920556,1.096203503,0.919836466,1.058820384,0.662561894,0.49090357,0.834156526,0.088421773,0.723364974,0.476579533,2.403868401,Hole,1
303,0.002521065,0.002350598,0.001611607,0.005480609,0.015439631,0.021000238,0.021457072,0.021008608,0.019146952,0.019953104,0.005885114,0.00625749,0.002213329,0.00205744,0.003319876,-1.344630336,1.612090486,-2.924774505,1.21399598,1.395124191,1.096890713,0.920412148,1.059333333,0.66345096,0.491816458,0.83340545,0.094365142,0.718747354,0.47383435,2.40367403,Hole,1
304,0.002519375,0.002348865,0.001608772,0.005474626,0.015445864,0.020990802,0.021478398,0.020994624,0.019159786,0.019963517,0.005885076,0.006208878,0.002205229,0.00205811,0.003315835,-1.344786805,1.610752274,-2.924594981,1.21200221,1.392604847,1.095685114,0.921649151,1.059377696,0.662983299,0.491705793,0.832944835,0.099529423,0.719484214,0.474035948,2.404901109,Hole,1
305,0.00251595,0.002348041,0.001612292,0.005481357,0.015466962,0.02100335,0.021484162,0.020981828,0.019176506,0.019949222,0.005894869,0.006148453,0.002197573,0.002064324,0.00331701,-1.345247777,1.610477085,-2.925293843,1.21398813,1.392223979,1.095880073,0.923105183,1.059805901,0.662326446,0.491096751,0.832030059,0.103600449,0.719440724,0.473787305,2.404771737,Hole,1
306,0.002514602,0.002350963,0.001611692,0.005472385,0.015456893,0.021010462,0.02147985,0.02100659,0.019179637,0.019954394,0.005899108,0.006060704,0.002198343,0.00206588,0.003314139,-1.345250411,1.610282883,-2.92499358,1.213681564,1.392605891,1.096580867,0.923354343,1.059659923,0.661916213,0.491206411,0.831833307,0.105817382,0.716993002,0.474152946,2.404554911,Hole,1
